Program Code,Program Title,Category Code,Category Title,Four Digit Code,Four Digit Title,Note,Warehouse Load Date,Version
360107,Pet Ownership and Care,36,LEISURE AND RECREATIONAL ACTIVITIES,3601,Leisure and Recreational Activities,"",06/11/14 08:42 AM,2010
360109,Travel and Exploration,36,LEISURE AND RECREATIONAL ACTIVITIES,3601,Leisure and Recreational Activities,"",06/11/14 08:42 AM,2010
360110,Art,36,LEISURE AND RECREATIONAL ACTIVITIES,3601,Leisure and Recreational Activities,"",06/11/14 08:42 AM,2010
380202,Buddhist Studies,38,PHILOSOPHY AND RELIGIOUS STUDIES,3802,Religion/Religious Studies,"",06/11/14 08:42 AM,2010
380206,Jewish/Judaic Studies,38,PHILOSOPHY AND RELIGIOUS STUDIES,3802,Religion/Religious Studies,"",06/11/14 08:42 AM,2010
389900,Philosophy and Religion,38,PHILOSOPHY AND RELIGION,3899,Philosophy and Religion,"",06/11/14 08:42 AM,1990
390301,Missions/Missionary Studies and Missiology,39,THEOLOGY AND RELIGIOUS VOCATIONS,3903,Missions/Missionary Studies and Missiology,"",06/11/14 08:42 AM,2010
390602,Divinity/Ministry,39,THEOLOGY AND RELIGIOUS VOCATIONS,3906,Theological and Ministerial Studies,"",06/11/14 08:42 AM,2010
390702,Youth Ministry,39,THEOLOGY AND RELIGIOUS VOCATIONS,3907,Pastoral Counseling and Specialized Ministries,"",06/11/14 08:42 AM,2010
390703,Urban Ministry,39,THEOLOGY AND RELIGIOUS VOCATIONS,3907,Pastoral Counseling and Specialized Ministries,New in 2010,06/11/14 08:42 AM,2010
399900,"Theological Studies and Religious Vocations, Other",39,THEOLOGY STUDIES AND RELIGIOUS VOCATIONS,3999,"Theological Studies and Religious Vocations, Other","",06/11/14 08:42 AM,1990
400403,Atmospheric Physics and Dynamics,40,PHYSICAL SCIENCES,4004,Atmospheric Sciences and Meteorology,"",06/11/14 08:42 AM,2010
400500,Chemistry,40,PHYSICAL SCIENCES,4005,Chemistry,"",06/11/14 08:42 AM,1990
400504,Organic Chemistry,40,PHYSICAL SCIENCES,4005,Chemistry,"",06/11/14 08:42 AM,2010
400601,"Geology/Earth Science, General",40,PHYSICAL SCIENCES,4006,Geological and Earth Sciences/Geosciences,"",06/11/14 08:42 AM,2010
400607,"Oceanography, Chemical and Physical",40,PHYSICAL SCIENCES,4006,Geological and Earth Sciences/Geosciences,"",06/11/14 08:42 AM,2010
400701,Metallurgy,40,PHYSICAL SCIENCES,4007,Miscellaneous Physical Sciences,"",06/11/14 08:42 AM,1990
410000,"Science Technologies/Technicians, General",41,SCIENCE TECHNOLOGIES/TECHNICIANS,4100,"Science Technologies/Technicians, General",New in 2010,06/11/14 08:42 AM,2010
410299,"Nuclear and Industrial Radiologic Technologies/Technicians, Other",41,SCIENCE TECHNOLOGIES/TECHNICIANS,4102,Nuclear and Industrial Radiologic Technologies/Technicians,"",06/11/14 08:42 AM,2010
419900,"Science Technologies, Other",41,SCIENCE TECHNOLOGIES,4199,"Science Technologies, Other","",06/11/14 08:42 AM,1990
420101,"Psychology, General",42,PSYCHOLOGY,4201,"Psychology, General","",06/11/14 08:42 AM,2010
420200,Clinical Psychology,42,PSYCHOLOGY,4202,Clinical Psychology,"",06/11/14 08:42 AM,1990
420801,Experimental Psychology,42,PSYCHOLOGY,4208,Experimental Psychology,"",06/11/14 08:42 AM,2000
421100,Physiological Psychology/Psychobiology,42,PSYCHOLOGY,4211,Physiological Psychology/Psychobiology,"",06/11/14 08:42 AM,1990
422501,Family Psychology,42,PSYCHOLOGY,4225,Family Psychology,New in 2000,06/11/14 08:42 AM,2000
422704,Experimental Psychology,42,PSYCHOLOGY,4227,Research and Experimental Psychology,Moved from 42.0801 to 42.2704,06/11/14 08:42 AM,2010
422801,Clinical Psychology,42,PSYCHOLOGY,4228,"Clinical, Counseling and Applied Psychology",Moved from 42.0201 to 42.2801,06/11/14 08:42 AM,2010
422808,Environmental Psychology,42,PSYCHOLOGY,4228,"Clinical, Counseling and Applied Psychology",Moved from 42.2101 to 42.2808,06/11/14 08:42 AM,2010
422811,Family Psychology,42,PSYCHOLOGY,4228,"Clinical, Counseling and Applied Psychology",Moved from 42.2501 to 42.2811,06/11/14 08:42 AM,2010
422814,Applied Behavior Analysis,42,PSYCHOLOGY,4228,"Clinical, Counseling and Applied Psychology",New in 2010,06/11/14 08:42 AM,2010
430302,Crisis/Emergency/Disaster Management,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES",4303,Homeland Security,New in 2010,06/11/14 08:42 AM,2010
439999,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other",43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES",4399,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other","",06/11/14 08:42 AM,2010
440200,"Community Organization, Resources and Services",44,PUBLIC ADMINISTRATION AND SERVICES+B1671+B1663,4402,"Community Organization, Resources and Services","",06/11/14 08:42 AM,1990
440503,Health Policy Analysis,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS,4405,Public Policy Analysis,New in 2010,06/11/14 08:42 AM,2010
440504,International Policy Analysis,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS,4405,Public Policy Analysis,New in 2010,06/11/14 08:42 AM,2010
450000,SOCIAL SCIENCES AND HISTORY,45,SOCIAL SCIENCES AND HISTORY,4500,SOCIAL SCIENCES AND HISTORY,"",06/11/14 08:42 AM,1990
450300,Archaeology,45,SOCIAL SCIENCES AND HISTORY,4503,Archaeology,"",06/11/14 08:42 AM,1990
450601,"Economics, General",45,SOCIAL SCIENCES,4506,Economics,"",06/11/14 08:42 AM,2010
450603,Econometrics and Quantitative Economics,45,SOCIAL SCIENCES,4506,Economics,"",06/11/14 08:42 AM,2010
450800,History,45,SOCIAL SCIENCES AND HISTORY,4508,History,"",06/11/14 08:42 AM,1990
451000,Political Science and Government,45,SOCIAL SCIENCES AND HISTORY,4510,Political Science and Government,"",06/11/14 08:42 AM,1990
459900,"Social Sciences and History, Other",45,SOCIAL SCIENCES AND HISTORY,4599,"Social Sciences and History, Other","",06/11/14 08:42 AM,1990
459999,"Social Sciences, Other",45,SOCIAL SCIENCES,4599,"Social Sciences, Other","",06/11/14 08:42 AM,2010
460100,Masons and Tile Setters,46,CONSTRUCTION TRADES,4601,Masons and Tile Setters,"",06/11/14 08:42 AM,1990
460101,Mason/Masonry,46,CONSTRUCTION TRADES,4601,Mason/Masonry,"",06/11/14 08:42 AM,2010
460502,Pipefitting/Pipefitter and Sprinkler Fitter,46,CONSTRUCTION TRADES,4605,Plumbing and Related Water Supply Services,"",06/11/14 08:42 AM,2010
460505,Blasting/Blaster,46,CONSTRUCTION TRADES,4605,Plumbing and Related Water Supply Services,"",06/11/14 08:42 AM,2010
469999,"Construction Trades, Other",46,CONSTRUCTION TRADES,4699,"Construction Trades, Other","",06/11/14 08:42 AM,2010
470100,Electrical and Electronics Equipment Installers and Repairers,47,MECHANICS AND REPAIRERS,4701,Electrical and Electronics Equipment Installers and Repairers,"",06/11/14 08:42 AM,1990
470300,Industrial Equipment Maintenance and Repairers,47,MECHANICS AND REPAIRERS,4703,Industrial Equipment Maintenance and Repairers,"",06/11/14 08:42 AM,1990
470302,Heavy Equipment Maintenance Technology/Technician,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS,4703,Heavy/Industrial Equipment Maintenance Technologies,"",06/11/14 08:42 AM,2010
470501,Stationary Energy Sources Installer and Operator,47,MECHANICS AND REPAIRERS,4705,Stationary Energy Sources Installers and Operators,"",06/11/14 08:42 AM,1990
470603,Autobody/Collision and Repair Technology/Technician,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS,4706,Vehicle Maintenance and Repair Technologies,"",06/11/14 08:42 AM,2010
470604,Automobile/Automotive Mechanics Technology/Technician,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS,4706,Vehicle Maintenance and Repair Technologies,"",06/11/14 08:42 AM,2010
470612,Vehicle Emissions Inspection and Maintenance Technology/Technician,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS,4706,Vehicle Maintenance and Repair Technologies,"",06/11/14 08:42 AM,2010
480300,Leatherworkers and Upholsterers,48,PRECISION PRODUCTION TRADES,4803,Leatherworkers and Upholsterers,"",06/11/14 08:42 AM,1990
480511,Metal Fabricator,48,PRECISION PRODUCTION,4805,Precision Metal Working,New in 2010,06/11/14 08:42 AM,2010
480801,Boilermaking/Boilermaker,48,PRECISION PRODUCTION,4808,Boilermaking/Boilermaker,"",06/11/14 08:42 AM,2010
490107,Aircraft Pilot (Private),49,TRANSPORTATION AND MATERIALS MOVING WORKERS,4901,Air Transportation Workers,"",06/11/14 08:42 AM,1990
490200,Vehicle and Equipment Operators,49,TRANSPORTATION AND MATERIALS MOVING WORKERS,4902,Vehicle and Equipment Operators,"",06/11/14 08:42 AM,1990
500400,Design and Applied Art,50,VISUAL AND PERFORMING ARTS,5004,Design and Applied Art,"",06/11/14 08:42 AM,1990
500407,Fashion/Apparel Design,50,VISUAL AND PERFORMING ARTS,5004,Design and Applied Arts,"",06/11/14 08:42 AM,2010
500499,"Design and Applied Arts, Other",50,VISUAL AND PERFORMING ARTS,5004,Design and Applied Arts,"",06/11/14 08:42 AM,2010
500501,"Drama and Dramatics/Theatre Arts, General",50,VISUAL AND PERFORMING ARTS,5005,Drama/Theatre Arts and Stagecraft,"",06/11/14 08:42 AM,2010
500508,Theatre/Theatre Arts Management,50,VISUAL AND PERFORMING ARTS,5005,Drama/Theatre Arts and Stagecraft,New in 2000,06/11/14 08:42 AM,2000
500601,Film/Cinema/Video Studies,50,VISUAL AND PERFORMING ARTS,5006,Film/Video and Photographic Arts,"",06/11/14 08:42 AM,2010
500700,Fine Arts and Art Studies,50,VISUAL AND PERFORMING ARTS,5007,Fine Arts and Art Studies,"",06/11/14 08:42 AM,1990
500702,"Fine/Studio Arts, General",50,VISUAL AND PERFORMING ARTS,5007,Fine and Studio Arts,"",06/11/14 08:42 AM,2010
500712,"Fiber, Textile and Weaving Arts",50,VISUAL AND PERFORMING ARTS,5007,Fine and Studio Arts,"",06/11/14 08:42 AM,2010
500902,"Music History, Literature, and Theory",50,VISUAL AND PERFORMING ARTS,5009,Music,"",06/11/14 08:42 AM,2010
500916,Percussion Instruments,50,VISUAL AND PERFORMING ARTS,5009,Music,New in 2010,06/11/14 08:42 AM,2010
509999,"Visual and Performing Arts, Other",50,VISUAL AND PERFORMING ARTS,5099,"Visual and Performing Arts, Other","",06/11/14 08:42 AM,2010
510200,Communication Disorders Sciences and Services,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5102,Communication Disorders Sciences and Services,"",06/11/14 08:42 AM,1990
510204,Audiology/Audiologist and Speech-Language Pathology/Pathologist,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5102,Communication Disorders Sciences and Services,"",06/11/14 08:42 AM,2010
510205,Sign Language Interpreter,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5102,Communication Disorders Sciences and Services,"",06/11/14 08:42 AM,1990
510401,Dentistry,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5104,Dentistry,"",06/11/14 08:42 AM,2010
510504,Dental Public Health and Education,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5105,Advanced/Graduate Dentistry and Oral Sciences,"",06/11/14 08:42 AM,2010
510603,Dental Laboratory Technology/Technician,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5106,Dental Support Services and Allied Professions,"",06/11/14 08:42 AM,2010
510807,Physician Assistant,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5108,Health and Medical Assistants,"",06/11/14 08:42 AM,1990
510901,Cardiovascular Technology/Technologist,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions","",06/11/14 08:42 AM,2010
510911,Radiologic Technology/Science - Radiographer,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions","",06/11/14 08:42 AM,2010
510918,Hearing Instrument Specialist,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions",New in 2010,06/11/14 08:42 AM,2010
511011,Renal/Dialysis Technologist/Technician,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5110,Clinical/Medical Laboratory Science/Research and Allied Professions,"",06/11/14 08:42 AM,2010
511012,Sterile Processing Technology/Technician,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5110,Clinical/Medical Laboratory Science/Research and Allied Professions,New in 2010,06/11/14 08:42 AM,2010
511100,Health and Medical Preparatory Programs,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5111,Health and Medical Preparatory Programs,"",06/11/14 08:42 AM,1990
511301,Medical Anatomy,51,HEALTH PROFESSIONS AND RELATED CLINICAL SCIENCES,5113,Medical Basic Sciences,"",06/11/14 08:42 AM,2000
511312,Medical Pathology,51,HEALTH PROFESSIONS AND RELATED CLINICAL SCIENCES,5113,Medical Basic Sciences,"",06/11/14 08:42 AM,2000
511502,Psychiatric/Mental Health Services Technician,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5115,Mental and Social Health Services and Allied Professions,"",06/11/14 08:42 AM,2010
511600,Nursing,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5116,Nursing,"",06/11/14 08:42 AM,1990
511601,"Nursing/Registered Nurse (RN, ASN, BSN, MSN)",51,HEALTH PROFESSIONS AND RELATED CLINICAL SCIENCES,5116,Nursing,"",06/11/14 08:42 AM,2000
511614,Nurse/Nursing Assistant/Aide and Patient Care Assistant,51,HEALTH PROFESSIONS AND RELATED CLINICAL SCIENCES,5116,Nursing,"",06/11/14 08:42 AM,2000
511801,Opticianry/Ophthalmic Dispensing Optician,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5118,Ophthalmic and Optometric Support Services and Allied Professions,"",06/11/14 08:42 AM,2010
511804,Orthoptics/Orthoptist,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5118,Ophthalmic and Optometric Support Services and Allied Professions,"",06/11/14 08:42 AM,2010
511899,"Ophthalmic and Optometric Support Services and Allied Professions, Other",51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5118,Ophthalmic and Optometric Support Services and Allied Professions,"",06/11/14 08:42 AM,2010
512205,Health/Medical  Physics,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5122,Public Health,"",06/11/14 08:42 AM,2010
512601,Health Aide,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5126,Health Aides/Attendants/Orderlies,"",06/11/14 08:42 AM,2010
512804,ORAL PATHOLOGY SPECIALTY,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5128,DENTAL RESIDENCY PROGRAMS,Add by MH 05282014,06/11/14 08:42 AM,1990
512807,PERIODONTICS SPECIALTY,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5128,DENTAL RESIDENCY PROGRAMS,Add by MH 05282014,06/11/14 08:42 AM,1990
512905,CARDIOLOGY RESIDENCY,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5129,MEDICAL RESIDENCY PROGRAMS,Add by MH 05282014,06/11/14 08:42 AM,1990
512954,PREVENTIVE MEDICINE RESIDENCY,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5129,MEDICAL RESIDENCY PROGRAMS,Add by MH 05282014,06/11/14 08:42 AM,1990
512957,PULMONARY DISEASE RESIDENCY,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5129,MEDICAL RESIDENCY PROGRAMS,Add by MH 05282014,06/11/14 08:42 AM,1990
512960,RHEUMATOLOGY RESIDENCY,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5129,MEDICAL RESIDENCY PROGRAMS,Add by MH 05282014,06/11/14 08:42 AM,1990
512999,"MEDICAL RESIDENCY PROGRAMS, OTHER",51,HEALTH PROFESSIONS AND RELATED SCIENCES,5129,MEDICAL RESIDENCY PROGRAMS,Add by MH 05282014,06/11/14 08:42 AM,1990
513006,LABORATORY ANIMAL MEDICINE,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5130,VETERINARY RESIDENCY PROGRAMS,Add by MH 05282014,06/11/14 08:42 AM,1990
513300,"Alternative and Complementary Medicine and Medical Systems, General",51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5133,Alternative and Complementary Medicine and Medical Systems,New in 2010,06/11/14 08:42 AM,2010
513302,Traditional Chinese Medicine and Chinese Herbology,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5133,Alternative and Complementary Medicine and Medical Systems,"",06/11/14 08:42 AM,2010
513306,Holistic Health,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5133,Alternative and Complementary Medicine and Medical Systems,New in 2010,06/11/14 08:42 AM,2010
513701,Aromatherapy,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5137,Energy and Biologically Based Therapies,"",06/11/14 08:42 AM,2010
513703,Polarity Therapy,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5137,Energy and Biologically Based Therapies,"",06/11/14 08:42 AM,2010
513805,Family Practice Nurse/Nursing,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",Moved from 51.1605 to 51.3805,06/11/14 08:42 AM,2010
513818,Nursing Practice,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",New in 2010,06/11/14 08:42 AM,2010
520210,Research and Development Management,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",5202,"Business Administration, Management and Operations",New in 2010,06/11/14 08:42 AM,2010
520211,Project Management,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",5202,"Business Administration, Management and Operations",New in 2010,06/11/14 08:42 AM,2010
520212,Retail Management,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",5202,"Business Administration, Management and Operations",New in 2010,06/11/14 08:42 AM,2010
520300,Accounting,52,BUSINESS MANAGEMENT AND ADMINISTRATIVE SERVICES,5203,Accounting,"",06/11/14 08:42 AM,1990
520500,Business Communications,52,BUSINESS MANAGEMENT AND ADMINISTRATIVE SERVICES,5205,Business Communications,"",06/11/14 08:42 AM,1990
520600,Business/Managerial Economics,52,BUSINESS MANAGEMENT AND ADMINISTRATIVE SERVICES,5206,Business/Managerial Economics,"",06/11/14 08:42 AM,1990
520801,"Finance, General",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",5208,Finance and Financial Management Services,"",06/11/14 08:42 AM,2010
521200,Business Information Systems,52,BUSINESS MANAGEMENT AND ADMINISTRATIVE SERVICES,5212,Business Information Systems,"",06/11/14 08:42 AM,1990
521399,"Management Sciences and Quantitative Methods, Other",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",5213,Management Sciences and Quantitative Methods,"",06/11/14 08:42 AM,2010
521600,Taxation,52,BUSINESS MANAGEMENT AND ADMINISTRATIVE SERVICES,5216,Taxation,"",06/11/14 08:42 AM,1990
521601,Taxation,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",5216,Taxation,"",06/11/14 08:42 AM,2010
521899,"General Merchandising, Sales, and Related Marketing Operations, Other",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",5218,"General Sales, Merchandising and Related Marketing Operations","",06/11/14 08:42 AM,2010
