site_id,site_name,tid
1201,"Serotonin transporter, SNF domain",12198
1202,"Alpha-1d adrenergic receptor, 7tm_1 domain",12742
1203,"Vitamin K-dependent protein C, Trypsin domain",12847
1204,"Acyl coenzyme A:cholesterol acyltransferase, COesterase domain",17054
1205,"Acetylcholinesterase, COesterase domain",17066
1206,"Sodium channel protein type IX alpha subunit, Ion_trans domain",18061
1207,"N-acetyllactosaminide alpha-1,3-galactosyltransferase, Glyco_transf_6 domain",19674
1208,"Neurotrophic tyrosine kinase receptor type 2, Pkinase_Tyr domain",100413
1209,"Purine nucleoside phosphorylase, PNP_UDP_1 domain",100831
1210,"Serine/threonine protein phosphatase PP1-alpha catalytic subunit, Metallophos domain",10083
1211,"Subtilisin/kexin type 4, Peptidase_S8 domain",10218
1212,"P2X purinoceptor 7, P2X_receptor domain",10417
1213,"Cathepsin L, Peptidase_C1 domain",10497
1214,"Nociceptin receptor, 7tm_1 domain",10530
1215,"Serotonin 4 (5-HT4) receptor, 7tm_1 domain",10623
1216,"Deoxynucleoside kinase, dNK domain",10784
1217,"Tyrosine-protein kinase ITK/TSK , Pkinase_Tyr domain",10918
1218,"Glycogen synthase kinase-3 alpha, Pkinase domain",11017
1219,"Rho-associated protein kinase 2, Pkinase domain",11149
1220,"Tryptophan 2,3-dioxygenase, Trp_dioxygenase domain",11356
1221,"Protein kinase C beta, Pkinase domain",11636
1222,"Epoxide hydratase, Abhydrolase_1 domain",11727
1223,"Neurotensin receptor 1, 7tm_1 domain",12910
1224,"Neurokinin 1 receptor, 7tm_1 domain",17073
1225,"Histamine H1 receptor, 7tm_1 domain",17074
1226,"Enoyl-acyl-carrier protein reductase , adh_short_C2 domain",100456
1227,"Hexose transporter 1, Sugar_tr domain",100665
1228,"Tyrosine-protein kinase receptor RET, Pkinase_Tyr domain",100079
1229,"DNA nucleotidylexotransferase, DNA_pol_lambd_f domain",100940
1230,"Luciferin 4-monooxygenase, AMP-binding domain",101018
1231,"Arylamine N-acetyltransferase 2, Acetyltransf_2 domain",101305
1232,"Cysteine protease falcipain-3, Peptidase_C1 domain",103940
1233,"Alpha-1A adrenergic receptor, 7tm_1 domain",104385
1234,"Eukaryotic translation initiation factor 4E, IF4E domain",102471
1235,"Histidine triad nucleotide-binding protein 1, HIT domain",102696
1236,"Geranylgeranyl pyrophosphate synthase, polyprenyl_synt domain",102957
1237,"Leucine-rich repeat serine/threonine-protein kinase 2, Pkinase domain",103154
1238,"Trypsin I, Trypsin domain",42
1239,"Peroxisome proliferator-activated receptor alpha, Hormone_recep domain",163
1240,"Voltage-gated potassium channel subunit Kv1.5, Ion_trans domain",10198
1241,"Lysophosphatidic acid receptor Edg-4, 7tm_1 domain",10814
1242,"Seminal ribonuclease, RnaseA domain",103123
1243,"Urotensin-2, Urotensin_II domain",103436
1244,"Neuraminidase, Neur domain",21
1245,"Glucocorticoid receptor, Hormone_recep domain",25
1246,"Muscarinic acetylcholine receptor M2, 7tm_1 domain",47
1247,"Tyrosinase, Tyrosinase domain",73
1248,"Platelet-derived growth factor receptor beta, Pkinase_Tyr domain",197
1249,"GABA-B receptor 1, ANF_receptor domain",10227
1250,"Trypsin II, Trypsin domain",10407
1251,"Alpha-galactosidase A, Melibiase domain",10693
1252,"Serine/threonine-protein kinase Aurora-B, Pkinase domain",10781
1253,"Ribosomal protein S6 kinase alpha 4, Pkinase domain",10782
1254,"Peroxisome proliferator-activated receptor gamma, Hormone_recep domain",10961
1255,"Bile acid receptor FXR, Hormone_recep domain",11180
1256,"Protein-tyrosine phosphatase LC-PTP, Y_phosphatase domain",11521
1257,"Phosphodiesterase 7A, PDEase_I domain",11910
1258,"Cyclin-dependent kinase 7, Pkinase domain",12829
1259,"Retinoid X receptor beta, Hormone_recep domain",17089
1260,"Adenosine kinase, PfkB domain",17144
1261,"LXR-beta, Hormone_recep domain",20113
1262,"Fatty acid binding protein epidermal, Lipocalin domain",20132
1263,"Hydroxycarboxylic acid receptor 2, 7tm_1 domain",100429
1264,"Monocarboxylate transporter 1, MFS_1 domain",100467
1265,"Histone deacetylase HD1B, Hist_deacetyl domain",100823
1266,"Myeloblastin, Trypsin domain",100965
1267,"Elongation of very long chain fatty acids protein 3, ELO domain",101323
1268,"Induced myeloid leukemia cell differentiation protein Mcl-1 homolog, Bcl-2 domain",101547
1269,"Enoyl-ACP reductase, adh_short_C2 domain",103585
1270,"Matrix metalloproteinase-12, Peptidase_M10 domain",104404
1271,"Enoyl-(Acyl-carrier-protein) reductase, NMO domain",102974
1272,"Serotonin 2a (5-HT2a) receptor, 7tm_1 domain",107
1273,"Enoyl-[acyl-carrier-protein] reductase, adh_short_C2 domain",145
1274,"Thromboxane A2 receptor, 7tm_1 domain",246
1275,"Sodium/hydrogen exchanger 1, Na_H_Exchanger domain",11096
1276,"Galanin receptor 2, 7tm_1 domain",11498
1277,"Protein kinase C eta, Pkinase domain",11617
1278,"Tyrosine-protein kinase BLK, Pkinase_Tyr domain",11836
1279,"Fibroblast growth factor receptor 1, Pkinase_Tyr domain",12412
1280,"Neurotensin receptor 1, 7tm_1 domain",17063
1281,"Coagulation factor X, Trypsin domain",20023
1282,"Apoptosis regulator Bcl-X, Bcl-2 domain",100217
1283,"High-affinity choline transporter, SSF domain",100449
1284,"Cell division cycle 7-related protein kinase, Pkinase domain",100077
1285,"Dual specificity tyrosine-phosphorylation-regulated kinase 1A, Pkinase domain",101002
1286,"Hydroxysteroid 11-beta dehydrogenase 1, adh_short domain",101126
1287,"Dehydrosqualene synthase, SQS_PSY domain",101196
1288,"Carbonic anhydrase, Pro_CA domain",101385
1289,"C-C chemokine receptor type 2, 7tm_1 domain",103651
1290,"Carbonic anhydrase, Pro_CA domain",102876
1291,"Casein kinase II subunit alpha, Pkinase domain",102963
1292,"C-X-C chemokine receptor type 3, 7tm_1 domain",103139
1293,"Extended-spectrum beta-lactamase CTX-M-53, Beta-lactamase2 domain",103870
1294,"Neuraminidase, Neur domain",103875
1295,"ADC-11, Beta-lactamase domain",103893
1296,"Aldo-keto reductase family 1 member B10, Aldo_ket_red domain",102631
1297,"Aspartic protease PM4, Asp domain",102898
1298,"UDP-N-acetylglucosamine 1-carboxyvinyltransferase, EPSP_synthase domain",102904
1299,"N1L, Poxvirus domain",103056
1300,"Insulin-like growth factor 1 receptor, Pkinase_Tyr domain",103148
1301,"Plasminogen, Trypsin domain",12
1302,"Somatostatin receptor 2, 7tm_1 domain",117
1303,"HERG, Ion_trans domain",165
1304,"Calcium sensing receptor, ANF_receptor domain",282
1305,"MAP kinase p38 beta, Pkinase domain",10120
1306,"Ryanodine receptor 1, Ion_trans domain",10290
1307,"Serotonin 2a (5-HT2a) receptor, 7tm_1 domain",10621
1308,"Carbonic anhydrase VB, Carb_anhydrase domain",11016
1309,"Cytochrome P450 11B2, p450 domain",11541
1310,"Estrogen receptor beta, Hormone_recep domain",12244
1311,"Histone deacetylase 1, Hist_deacetyl domain",12697
1312,"Estrogen receptor alpha, Hormone_recep domain",12788
1313,"Serine/threonine-protein kinase Chk1 , Pkinase domain",12967
1314,"Adenosine transporter 1, Nucleoside_tran domain",17000
1315,"Sodium channel protein type III alpha subunit, Ion_trans domain",18075
1316,"MAP/microtubule affinity-regulating kinase 2, Pkinase domain",30001
1317,"Rho-associated protein kinase 2, Pkinase domain",100070
1318,"Voltage-gated T-type calcium channel alpha-1I subunit, Ion_trans domain",100101
1319,"Sn1-specific diacylglycerol lipase alpha, Lipase_3 domain",101016
1320,"Type-2 restriction enzyme HindIII, RE_HindIII domain",101256
1321,"Glucagon, Hormone_2 domain",101526
1322,"Neuraminidase, Neur domain",103878
1323,"Hydrolase, alpha/beta hydrolase fold family, Abhydrolase_6 domain",104236
1324,"Arachidonate 5-lipoxygenase-activating protein, MAPEG domain",104377
1325,"Glutamate receptor ionotropic kainate 2, ANF_receptor domain",12378
1326,"Cytochrome P450 2C9, p450 domain",12911
1327,"Vesicular acetylcholine transporter, MFS_1 domain",12943
1328,"Ribosomal protein S6 kinase 1, Pkinase domain",12944
1329,"Cyclin-dependent kinase 5, Pkinase domain",12947
1330,"Coagulation factor X, Trypsin domain",17034
1331,"Dopamine D1 receptor, 7tm_1 domain",20112
1332,"Dual specificity protein kinase CLK3, Pkinase domain",30015
1333,"GABA transporter 1, SNF domain",100339
1334,"Falcipain 2B, Peptidase_C1 domain",100590
1335,"Branched-chain-amino-acid transferase, Aminotran_4 domain",100676
1336,"Isoprenylcysteine carboxyl methyltransferase, ICMT domain",100792
1337,"Mycothiol S-conjugate amidase, PIG-L domain",100037
1338,"Epoxide hydrolase 2, Abhydrolase_1 domain",101497
1339,"Eukaryotic translation initiation factor 4H, RRM_1 domain",103707
1340,"Lactoylglutathione lyase, Glyoxalase domain",102402
1341,"Dual specificity protein phosphatase 1, DSPc domain",102664
1342,"Sphingosine kinase 2, DAGK_cat domain",102858
1343,"Arylamine N-acetyltransferase, Acetyltransf_2 domain",102868
1344,"Probable thymidylate synthase, Thy1 domain",102888
1345,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",103142
1346,"Angiotensin type II receptor, 7tm_1 domain",103451
1347,"Gonadotropin-releasing hormone receptor, 7tm_1 domain",118
1348,"Prostanoid EP1 receptor, 7tm_1 domain",261
1349,"Thrombin, Trypsin domain",10403
1350,"Histamine H1 receptor, 7tm_1 domain",127
1351,"Angiotensin II type 2 (AT-2) receptor, 7tm_1 domain",10026
1352,"Thymidine kinase, cytosolic, TK domain",10125
1353,"Gonadotropin-releasing hormone receptor, 7tm_1 domain",10274
1354,"P2X purinoceptor 7, P2X_receptor domain",10540
1355,"Muscarinic acetylcholine receptor M2, 7tm_1 domain",10648
1356,"Thrombin, Trypsin domain",10747
1357,"Histone deacetylase 8, Hist_deacetyl domain",10869
1358,"Protein kinase C epsilon, Pkinase domain",10878
1359,"Protein kinase C iota, Pkinase domain",10901
1360,"Histamine H1 receptor, 7tm_1 domain",11296
1361,"Steroid 5-alpha-reductase 1, Steroid_dh domain",11593
1362,"Cathepsin L, Peptidase_C1 domain",12238
1363,"Subtilisin/kexin type 5, Peptidase_S8 domain",11337
1364,"Sigma opioid receptor, ERG2_Sigma1R domain",12050
1365,"Acyl coenzyme A:cholesterol acyltransferase 2, MBOAT domain",12458
1366,"Glutamate receptor ionotropic, AMPA 4, ANF_receptor domain",12615
1367,"Matrix metalloproteinase 12, Peptidase_M10 domain",12868
1368,"Heme oxygenase 2, Heme_oxygenase domain",20088
1369,"Serine/threonine-protein kinase PIM2, Pkinase domain",30043
1370,"Beta-lactamase type II, Lactamase_B domain",100211
1371,"Protein kinase C epsilon, Pkinase domain",100423
1372,"Prostanoid EP2 receptor, 7tm_1 domain",100427
1373,"Induced myeloid leukemia cell differentiation protein Mcl-1, Bcl-2 domain",100468
1374,"Protein kinase C-like 1, Pkinase domain",101217
1375,"Calcitonin gene-related peptide 1, Calc_CGRP_IAPP domain",101525
1376,"Thymidine kinase, Herpes_TK domain",104207
1377,"Alpha-1a adrenergic receptor, 7tm_1 domain",125
1378,"Nociceptin receptor, 7tm_1 domain",138
1379,"Serotonin 3a (5-HT3a) receptor, Neur_chan_LBD domain",144
1380,"Aldose reductase, Aldo_ket_red domain",242
1381,"Neuronal acetylcholine receptor protein alpha-2 subunit, Neur_chan_LBD domain",10023
1382,"Cholecystokinin A receptor, 7tm_1 domain",10472
1383,"Cathepsin F, Peptidase_C1 domain",10493
1384,"Cathepsin L, Peptidase_C1 domain",10498
1385,"Steryl-sulfatase , Sulfatase domain",11294
1386,"Histamine H1 receptor, 7tm_1 domain",12841
1387,"Glycogen synthase kinase-3 beta, Pkinase domain",20084
1388,"Alpha-galactosidase C, Melibiase domain",20172
1389,"Mitogen-activated protein kinase kinase kinase 5, Pkinase domain",30034
1390,"Phosphodiesterase 10A, PDEase_I domain",100010
1391,"C-X-C chemokine receptor type 4, 7tm_1 domain",101235
1392,"LIM domain kinase 2, Pkinase_Tyr domain",101386
1393,"Dual specificity protein phosphatase 1, DSPc domain",101480
1394,"Falcipain 2, Peptidase_C1 domain",101563
1395,"Scavenger receptor class B member 1, CD36 domain",104368
1396,"Riboflavin-binding protein, Folate_rec domain",104439
1397,"Histone deacetylase-like amidohydrolase, Hist_deacetyl domain",102422
1398,"Bcl-2-related protein A1, Bcl-2 domain",102423
1399,"Potassium voltage-gated channel subfamily D member 2, Ion_trans domain",102926
1400,"UDP-glucuronosyltransferase 1-7, UDPGT domain",104085
1401,"Triosephosphate isomerase, glycosomal, TIM domain",102990
1402,"Luteinizing hormone/Choriogonadotropin receptor, 7tm_1 domain",95
1403,"Vasopressin V1b receptor, 7tm_1 domain",148
1404,"Carbonic anhydrase VI, Carb_anhydrase domain",10186
1405,"Serotonin 6 (5-HT6) receptor, 7tm_1 domain",10628
1406,"Calcium sensing receptor, ANF_receptor domain",10489
1407,"Sialidase 2, BNR_2 domain",10678
1408,"Casein kinase I epsilon, Pkinase domain",10967
1409,"Lysosomal acid lipase/cholesteryl ester hydrolase , Abhydrolase_1 domain",11450
1410,"GABA-B receptor 1, ANF_receptor domain",12078
1411,"Fructose-1,6-bisphosphatase, FBPase domain",12570
1412,"Somatostatin receptor 1, 7tm_1 domain",12786
1413,"Melanocortin receptor 3, 7tm_1 domain",17075
1414,"Beta-glucosidase A, Glyco_hydro_1 domain",20069
1415,"Prostanoid DP receptor, 7tm_1 domain",20122
1416,"CaM-kinase kinase alpha, Pkinase domain",30029
1417,"Tyrosine-protein kinase TXK, Pkinase_Tyr domain",100424
1418,"Indoleamine 2,3-dioxygenase, IDO domain",100643
1419,"Serine/threonine-protein kinase PAK 4, Pkinase domain",100080
1420,"Glucoamylase, Glyco_hydro_15 domain",100175
1421,"Galanin receptor 1, 7tm_1 domain",100998
1422,"Aldehyde dehydrogenase, cytosolic 1, Aldedh domain",101166
1423,"Mitogen-activated protein kinase kinase kinase kinase 4, Pkinase domain",101464
1424,"Neuraminidase, Neur domain",103877
1425,"Beta-lactamase ADC-33, Beta-lactamase domain",103892
1426,"DNA (cytosine-5)-methyltransferase 1, DNA_methylase domain",321
1427,"Oxytocin receptor, 7tm_1 domain",10549
1428,"Bradykinin B1 receptor, 7tm_1 domain",10677
1429,"Melanocortin receptor 5, 7tm_1 domain",11006
1430,"Endothelin receptor ET-B, 7tm_1 domain",11286
1431,"Sodium channel protein type V alpha subunit, Ion_trans domain",11480
1432,"Choline kinase alpha , Choline_kinase domain",11628
1433,"Tyrosine-protein kinase HCK , Pkinase_Tyr domain",11785
1434,"Tyrosine-protein kinase Lyn , Pkinase_Tyr domain",11842
1435,"Tyrosine-protein kinase SRC, Pkinase_Tyr domain",11977
1436,"Caspase-7, Peptidase_C14 domain",12067
1437,"Phosphodiesterase 11A, PDEase_I domain",12448
1438,"Purine nucleoside phosphorylase, PNP_UDP_1 domain",12690
1439,"Glutamate receptor ionotropic kainate 3, ANF_receptor domain",12900
1440,"dUTP pyrophosphatase, dUTPase domain",100305
1441,"NAD-dependent deacetylase sirtuin 1, SIR2 domain",100448
1442,"3-oxoacyl-acyl-carrier protein reductase , adh_short domain",100455
1443,"Gonadotropin-releasing hormone receptor, 7tm_1 domain",101266
1444,"Putative uncharacterized protein pk7, Pkinase domain",101467
1445,"Rhodopsin, 7tm_1 domain",101529
1446,"Deoxyribonuclease gamma, Exo_endo_phos domain",103844
1447,"Calcium dependent protein kinase, Pkinase domain",102987
1448,"Androgen Receptor, Hormone_recep domain",56
1449,"Alpha-1b adrenergic receptor, 7tm_1 domain",128
1450,"Stem cell growth factor receptor, Pkinase_Tyr domain",238
1451,"Metastin receptor, 7tm_1 domain",103469
1452,"Thymidylate synthase, Thymidylat_synt domain",28
1453,"Cannabinoid CB1 receptor, 7tm_1 domain",87
1454,"Dihydroorotate dehydrogenase, DHO_dh domain",157
1455,"Muscarinic acetylcholine receptor M3, 7tm_1 domain",219
1456,"UDP-3-O-acyl-GlcNAc deacetylase, LpxC domain",10149
1457,"Adenosine kinase, PfkB domain",10185
1458,"Matrix metalloproteinase 26, Peptidase_M10 domain",10226
1459,"Sigma opioid receptor, ERG2_Sigma1R domain",10298
1460,"Trypsin I, Trypsin domain",10443
1461,"Leukotriene B4 receptor 1, 7tm_1 domain",10542
1462,"C-C chemokine receptor type 4, 7tm_1 domain",10579
1463,"Histone deacetylase 10, Hist_deacetyl domain",10945
1464,"Metabotropic glutamate receptor 2, ANF_receptor domain",11036
1465,"Metabotropic glutamate receptor 8, ANF_receptor domain",11058
1466,"Melatonin receptor 1A, 7tm_1 domain",11084
1467,"Serotonin 7 (5-HT7) receptor, 7tm_1 domain",11923
1468,"Serotonin 2b (5-HT2b) receptor, 7tm_1 domain",12688
1469,"Matrix metalloproteinase 7, Peptidase_M10 domain",12738
1470,"Tryptase gamma, Trypsin domain",12857
1471,"Isocitrate lyase, ICL domain",100926
1472,"Pteridine reductase, putative, adh_short_C2 domain",101127
1473,"Histamine H4 receptor, 7tm_1 domain",101276
1474,"BiP isoform A, HSP70 domain",103842
1475,"AP-2 complex subunit sigma, Clat_adaptor_s domain",103946
1476,"Neuraminidase, Neur domain",104249
1477,"Autoinducer 2-binding periplasmic protein luxP, Peripla_BP_4 domain",102408
1478,"Transporter, SNF domain",102808
1479,"Interleukin-5, IL5 domain",103440
1480,"Plasma kallikrein, Trypsin domain",23
1481,"Mu opioid receptor, 7tm_1 domain",129
1482,"Retinoic acid receptor gamma, Hormone_recep domain",240
1483,"Glutamate receptor ionotropic, AMPA 2, ANF_receptor domain",11221
1484,"Human immunodeficiency virus type 1 integrase, rve domain",12456
1485,"Epoxide hydratase, Abhydrolase_1 domain",12673
1486,"C5a anaphylatoxin chemotactic receptor, 7tm_1 domain",12679
1487,"Dual specificity protein kinase CLK2, Pkinase domain",30014
1488,"Guanine nucleotide-binding protein G(k), alpha-3 subunit, G-alpha domain",100301
1489,"Cytochrome P450 24A1, p450 domain",100474
1490,"Serotonin transporter, SNF domain",100005
1491,"Transient receptor potential cation channel subfamily V member 2, Ion_trans domain",101052
1492,"Glutamate racemase, Asp_Glu_race domain",101144
1493,"PROBABLE TRANSMEMBRANE CARBONIC ANHYDRASE (CARBONATE DEHYDRATASE) (CARBONIC DEHYDRATASE), Pro_CA domain",101546
1494,"PenB class A beta-lactamase, Beta-lactamase2 domain",103821
1495,"Progesterone receptor, Hormone_recep domain",104322
1496,"Glycogen synthase kinase 3 beta, Pkinase domain",104330
1497,"Macrophage metalloelastase, Peptidase_M10 domain",104403
1498,"Membrane-bound transcription factor site-1 protease, Peptidase_S8 domain",102718
